RecordNumber	Tags	Indicators	Content	
697	600	10	$aTeixeira, Bento,$dapproximately 1560-1618.$tProsopopéia.
697	600	10	$aSilva, António José da,$d1705-1739$xCriticism and interpretation.
697	650	\0	$aProtest poetry, Brazilian$xHistory and criticism.
697	650	\0	$aProtest poetry, Portuguese$xHistory and criticism.
697	650	\0	$aBrazilian poetry$xJewish authors$xHistory and criticism.
697	650	\0	$aPortuguese poetry$xJewish authors$xHistory and criticism.
697	830	\0	$aSelo universidade ;$v94.
697	830	\0	$aSelo universidade.$pLiteratura.
697	988	\\	$a20020608
697	906	\\	$0OCLC
			
698	LDR		00529nam a22001817u 4500
698	001		008633108-6
698	005		20020606104010.5
698	008		010502s1989\\\\is\\\\\\\\\\\|||||||heb|d
698	035	0\	$aocm80931713
698	245	00	$aMosheh Franṭah Piḳ ...
698	260	\\	$a[Neʾot Mordekhai :$bNeʾot Mordekhai,$c1989?]
698	300	\\	$a15 leaves :$bill. ;$c28 cm.
698	651	\0	$aNeʾot Mordekhai (Israel)$vBiography.
698	650	\0	$aKibbutzim$vBiography.
698	710	1\	$aNeʾot Mordekhai (Israel)
698	752	\\	$aIsrael$dNeʾot Mordekhai
698	988	\\	$a20020608
698	906	\\	$0MH
			
699	LDR		01432pam a2200373 a 4500
699	001		008633210-4
699	005		20041012184244.0
699	008		000404s2001\\\\mdu\b\\\\b\\\\001\0\eng\\
699	010	\\	$a   00008957 
699	020	\\	$a0801865158 (alk. paper)
699	020	\\	$a0801865166 (pbk. : alk. paper)
699	035	0\	$aocm43859348
699	040	\\	$aDLC$cDLC$dDLC
699	043	\\	$an-us---
699	050	00	$aE744$b.H495 2001
699	082	00	$a355.02/0973/09045$221
699	100	1\	$aHess, Gary R.
699	245	10	$aPresidential decisions for war :$bKorea, Vietnam, and the Persian Gulf /$cGary R. Hess.
699	260	\\	$aBaltimore :$bJohns Hopkins University Press,$c2001.
699	300	\\	$axiv, 262 p. :$bmaps ;$c24 cm.
699	490	1\	$aThe American moment
699	504	\\	$aIncludes bibliographical references (p. [231]-255) and index.
699	600	10	$aTruman, Harry S.,$d1884-1972.
699	600	10	$aJohnson, Lyndon B.$q(Lyndon Baines),$d1908-1973.
699	600	10	$aBush, George,$d1924-
699	650	\0	$aPresidents$zUnited States$xHistory$y20th century.
699	650	\0	$aCold War.
699	650	\0	$aIntervention (International law)$xHistory$y20th century$vCase studies.
699	651	\0	$aUnited States$xForeign relations$y1945-1989$xDecision making$vCase studies.
699	651	\0	$aUnited States$xForeign relations$y1989-1993$xDecision making$vCase studies.
699	651	\0	$aUnited States$xMilitary policy$y20th century$vCase studies.
699	830	\4	$aThe American moment.
699	988	\\	$a20020608
699	906	\\	$0DLC
			
700	LDR		00877nam a2200229 a 4500
700	001		008633313-5
700	005		20040811142937.0
700	008		010502s1999\\\\bl\a\\\\\b\\\\000|f\por\c
700	020	\\	$a8587220020
700	035	0\	$aocm42418801
700	040	\\	$aCOO$cCOO$dIQU
700	042	\\	$apcc
700	050	\4	$aPQ9697.C73$bM33 1999
700	100	1\	$aCostallat, Benjamim,$d1897-1961.
700	245	10	$aMademoiselle Cinema :$bnovela de costumes do momento que passa-- /$cBenjamim Costallat.
700	260	\\	$aRio de Janeiro :$bCasa da Palavra,$cc1999.
700	300	\\	$a167 p. :$bill. ;$c18 cm.
700	500	\\	$aOriginally published Rio de Janeiro: Benjamim Costallat & Miccolis, 1923.
700	700	1\	$aCostallat, Benjamim,$d1897-1961.$tMelle.
700	776	08	$iOnline version:$aCostallat, Benjamim, 1897-1961.$tMademoiselle Cinema.$d[Rio de Janeiro, Brazil] : Casa da Palavra, ©1999$w(OCoLC)663365881
700	988	\\	$a20020608
700	906	\\	$0OCLC
			
701	LDR		00530nam a2200193Ia 450
701	001		008727346-2
701	005		20040715164504.0
701	008		040601s1999\\\\fr\a\\\\\\\\\\000\0\fre\d
701	020	\\	$a2867447291
701	035	0\	$aocm55516602
701	040	\\	$aTEF$cTEF$dHLS
701	090	\\	$aPQ2677.U528$bM67 1999
701	100	1\	$aQuintane, Nathalie.
701	245	10	$aMortinsteinck :$ble livre du film /$cNathalie Quintane.
701	260	\\	$aParis :$bP.O.L.,$cc1999.
701	300	\\	$a117 p. ;$c21 cm.
701	630	00	$aMortinsteinck (Motion picture)
701	988	\\	$a20020608
701	906	\\	$0OCLC
			
702	LDR		02822cam a22003494a 4500
702	001		008727449-3
702	005		20060107225629.0
702	008		001010s2001\\\\ilua\\\\\b\\\\000\0\eng\\
702	010	\\	$a   00011867 
702	015	\\	$aGBA1-64460
702	020	\\	$a0226035751 (alk. paper)
702	035	0\	$aocm45172263
702	040	\\	$aDLC$cDLC$dUKM$dBAKER$dMH-FA
702	042	\\	$apcc
702	050	00	$aN6537.B645$bA77 2001
702	082	00	$a709/.2$221
702	100	1\	$aBal, Mieke,$d1946-
702	245	10	$aLouise Bourgeois' Spider :$bthe architecture of art-writing /$cMieke Bal.
702	246	30	$aSpider
702	260	\\	$aChicago :$bUniversity of Chicago Press,$cc2001.
702	300	\\	$axiv, 134 p. :$bcol. ill. ;$c22 cm.
702	504	\\	$aIncludes bibliographical references (p. 127-134).
702	505	00	$g1.$tEntrance --$g2.$tDescription Shipwrecked --$g3.$tNarrative and Its Discontents --$g4.$tRefocusing Attention --$g5.$tCement of Cellular Stories --$g6.$tTales of Mother Spider --$g7.$tFragmented Bodies --$g8.$tBeckoning Bernini --$g9.$tPassages through Modern Sculpture --$g10.$tHyperbole as Wink.
702	520	1\	$a""The sculptor Louise Bourgeois is best known for her monumental abstract sculptures, one of the most striking of which is the installation Spider (1997). Too vast in scale to be viewed all at once, this elusive structure resists simple narration. It fits no genre and all of them - architecture, sculpture, installation. Its contents and associations evoke social issues without being reducible to any one of them. Here, literary critic and theorist Mieke Bal presents the work as a theoretical object, one that can teach us how to think, speak, and write about art."" ""Bal argues that art must be understood in relation to the present time of viewing as opposed to the less-immediate contexts of what has preceded the viewing, such as the historical past of influences and art movements, biography, and interpretation. In ten short chapters, or ""takes,"" Bal demonstrates that the closer the engagement with the work of art, the more adequate the result of the analysis. She also confronts issues of biography and autobiography - key themes in Bourgeois' work - and evaluates the consequences of ""ahistorical"" experiences for art criticism, drawing on diverse sources such as Bernini, Benjamin, and Eisenstein."" ""This book offers both a theoretical model for analyzing art ""out of context"" and a meditation on a key work by one of the most engaging artists of our era.""--Jacket.
702	600	10	$aBourgeois, Louise,$d1911- $xCriticism and interpretation.
702	600	10	$aBourgeois, Louise,$d1911-$tSpider.
702	600	10	$aBourgeois, Louise,$d1911-2010.$tSpider.
702	600	10	$aBourgeois, Louise,$d1911-2010$xCriticism and interpretation.
702	655	\7	$aCriticism, interpretation, etc.$2fast
702	700	1\	$aBourgeois, Louise,$d1911-
702	988	\\	$a20020608
702	906	\\	$0DLC
			
703	LDR		00891nas a22002057a 4500
703	001		008727556-2
703	005		20110603114441.0
703	008		961009d19311931ru\uu\\\\\\\\\0|||\0rusod
703	035	0\	$aocn234334013
703	245	10	$aVoprosy kolonialʹnoĭ revoli︠u︡t︠s︡ii /$cNauchno-issledovatelʹskiĭ institut pri Leningradskom vostochnom institute imeni A.S. Enukidze.
703	260	\\	$aLeningrad :$bLeningradskiĭ vostochnyĭ institut imeni A.S. Enukidze,$c1931.
703	362	0\	$aNo 1.
703	500	\\	$aAt head of title: Nauchno-issledovatelʹskiĭ institut pri Leningradskom vostochnom institute imeni A.S. Enukidze.
703	504	\\	$aIncludes bibliographical references (p. 102-[115]).
703	650	\0	$aCommunism$zAsia.
703	650	\0	$aSocialism$zAsia.
703	651	\0	$aAsia$xHistory.
703	710	2\	$aLeningradskiĭ vostochnyĭ institut imeni A.S. Enukidze.$bNauchno-issledovatelʹskiĭ institut.
703	988	\\	$a20020608
703	906	\\	$0MH
			
704	LDR		01285aam a2200349 a 45x0
704	001		008727672-0
704	005		20030430150649.0
704	008		020717s2001\\\\ja\a\\\\\b\\\\001\0\jpn\d
704	010	\\	$a  2002402295
704	020	\\	$a464116116X
704	035	0\	$aocm50532684
704	040	\\	$aMiU-A$cEYM$dDLC$dYUS$dHMY
704	042	\\	$alccopycat
704	043	\\	$aa-ja---
704	050	00	$aHD30.2$b.D44 2001
704	245	00	$6880-01$aDejitaru-ka jidai no soshiki kakushin :$bkigyō, shokuba no henʾyō o kenshōsuru /$cOdaka Kōnosuke, Tsuru Tsuyoshi hen.
704	250	\\	$6880-02$aShohan.
704	260	\\	$6880-03$aTōkyō :$bYūhikaku,$c2001.
704	300	\\	$axiii, 249 p. :$bill. ;$c22 cm.
704	504	\\	$aIncludes bibliographical references and index.
704	650	\0	$aIndustrial management$zJapan$xData processing.
704	650	\0	$aPersonnel management$zJapan$xData processing.
704	700	1\	$6880-04$aOdaka, Kōnosuke,$d1935-
704	700	1\	$6880-05$aTsuru, Tsuyoshi,$d1954-
704	880	00	$6245-01$aデジタル化時代の組織革新 :$b企業・職場の変容を検証する /$c尾高煌之助, 都留康編.
704	880	\\	$6250-02$a初版.
704	880	\\	$6260-03$a東京 :$b有斐閣,$c2001.
704	880	1\	$6700-04$a尾高煌之助,$d1935-
704	880	1\	$6700-05$a都留康,$d1954-
704	988	\\	$a20030430
704	049	\\	$aHMYJ
704	906	\\	$0OCLC
			
705	LDR		00803nas a22001695  4500
705	001		008727779-4
705	005		20160729101804.0
705	008		880629d192u19uuun\uu\\\\\\\\\0|||\0ukr\d
705	035	0\	$aocn234334064
705	245	00	$aZapysky Poltavsʹkoho naukovoho pry Vseukrainsʹkiĭ akademii nauk tovarystva =$bBulletin de la Société scientifique de Poltawa auprès de l'Académie ukrainienne des sciences.
705	246	11	$aBulletin de la Société scientifique de Poltawa auprès de l'Académie ukrainienne des sciences
705	260	\\	$aPoltava$bPoltavsʹ ke naukove tovarystvo
705	588	\\	$aDescription based on Vyp. 2, published in 1928; title from title page.
705	651	\0	$aPoltava Region (Ukraine)$xHistory$vPeriodicals.
705	710	2\	$aPoltavsʹ ke naukove tovarystvo (Vseukrainsʹka akademii͡a nauk)
705	988	\\	$a20020608
705	906	\\	$0MH
			
706	LDR		01268nam a2200349Ia 4500
706	001		008727886-3
706	005		20020606104010.5
706	008		010910s2001\\\\un\\\\\\\\\\\\000|0\rus\d
706	020	\\	$a9665860798
706	035	0\	$aocm47250751
706	040	\\	$aLHM$cLHM
706	041	0\	$arus$beng
706	043	\\	$ae-un---
706	050	\4	$aDS135.U4$bK784 2001
706	060	\4	$a000105894
706	090	\\	$aDS135.U4$bK784 2001
706	100	1\	$aKruglov, Aleksandr Iosifovich.
706	245	10	$aKatastrofa ukrainskogo evreĭstva 1941-1944 gg. :$bėnt︠s︡iklopedicheskiĭ spravochnik /$cA.I. Kruglov.
706	246	15	$aCatastrophe of Ukrainian Jewry 1941-1944
706	260	\\	$aKharʹkov :$b""Karavella"",$c2001.
706	300	\\	$a375 p. ;$c21 cm.
706	504	\\	$aIncludes bibliographical references (p. 360-373).
706	546	\\	$aRussian, with English summary.
706	650	\0	$aHolocaust, Jewish (1939-1945)$zUkraine$vStatistics.
706	650	\0	$aJews$zUkraine$vStatistics.
706	650	\0	$aWorld War, 1939-1945$xCasualties$vStatistics.
706	651	\0	$aUkraine$vGazetteers.
706	655	\7	$aGazetteers.$2fast
706	655	\7	$aStatistics.$2fast
706	776	08	$iOnline version:$aKruglov, Aleksandr Iosifovich.$tKatastrofa ukrainskogo evreĭstva 1941-1944 gg.$dKharʹkov : ""Karavella"", 2001$w(OCoLC)606784974
706	988	\\	$a20020608
706	906	\\	$0OCLC
			
707	LDR		00940nam a2200301Ia 4500
707	001		008727987-8
707	005		20050329174826.0
707	008		010814s1994\\\\ja\a\\\\\b\\\\000\0\jpn\d
707	020	\\	$a4924831123
707	035	0\	$aocm47781968
707	040	\\	$aDDO$cDDO$dWaOLN
707	041	0\	$ajpneng
707	043	\\	$aa-ja---
707	100	1\	$aShibata, Toshio,$d1949-
707	245	10	$aShashinshū Tera :$bsōkeisuru daichi /$c[shashin Shibata Toshio ; bun Nakamura Yoshio].
707	246	30	$aTera
707	246	15	$aTerra :$bin pursuit of new landscape
707	246	18	$aTerra
707	260	\\	$aTōkyō :$bToshi Shuppan,$c1994.
707	300	\\	$a84 p. :$bchiefly ill. ;$c31 cm.
707	546	\\	$aIn Japanese and English.
707	504	\\	$aIncludes bibliographical references.
707	650	\0	$aLandscape photography$zJapan$vPictorial works.
707	650	\0	$aPhotography, Artistic$vPictorial works.
707	600	10	$aShibata, Toshio,$d1949-
707	700	1\	$aNakamura, Y.$q(Yoshio)
707	988	\\	$a20020608
707	906	\\	$0MH
			
708	LDR		00995nam a22002297a 4500
708	001		008728087-6
708	005		20020606104010.5
708	008		010924s2000\\\\ru\\\\\\\b\\\\100\0\rusod
708	020	\\	$a574930308X
708	035	0\	$aocm48890783
708	040	\\	$aMiAaATC$cMiAaATC
708	245	00	$aMaterialy dokladov V konferent︠s︡ii molodykh uchenykh Mordovskogo gosudarstvennogo universiteta imeni N. P. Ogareva 11-12 apreli︠a︡ 2000 goda /$c[otv. redaktor L.V. Khaĭmovich].
708	260	\\	$aSaransk :$bTipografii︠a︡ ""Krasnyĭ Okti︠a︡brʹ"",$c2000.
708	300	\\	$a155 p. ;$c20 cm.
708	500	\\	$aAt head of title: Mordovskiĭ gosudarstvennyĭ universitet imeni N. P. Ogareva. Filologicheskiĭ fakulʹtet.
708	504	\\	$aIncludes bibliographical references.
708	650	\0	$aRussian philology$vCongresses.
708	650	\0	$aMordvin philology$vCongresses.
708	700	1\	$aKhaĭmovich, L. V.
708	710	2\	$aMordovskiĭ gosudarstvennyĭ universitet imeni N.P. Ogareva.$bFilologicheskiĭ fakulʹtet.
708	988	\\	$a20020608
708	906	\\	$0VEN
			
709	LDR		01775cas a2200421Ia 4500
709	001		008728189-9
709	005		20041014104603.0
709	008		031009c19959999cc\ar\p\\\\\\\0\\\\0chi\d
709	035	0\	$aocm53172375
709	040	\\	$aHMY$cHMY
709	090	\\	$aGE199.C6$bL87x
709	245	00	$6880-01$aLü se quan qiu nian jian /$cfu-li-de-yue-fu. Nan-sen yan jiu suo (Nuowei) bian ; Zhongguo guo jia huan jing bao hu ju yi.
709	246	1\	$6880-02$iat head of the title:$aHuan jing yu fa zhan de guo ji he zuo
709	246	3\	$aGreen globe yearbook$f1997
709	246	3\	$6880-03$aHuan jing yu fa zhan guo ji he zuo nian jian$f1998/99
709	260	\\	$6880-04$aBeijing :$bZhongguo huan jing ke xue chu ban she,
709	300	\\	$av. :$bill. ;$c27 cm.
709	310	\\	$aAnnual
709	362	0\	$a1995-
709	500	\\	$aDescription based on: 1997.
709	500	\\	$6880-05$a""Zhong dian guan zhu: Zi ran bao hu"" -- t.p. of 1997.
709	546	\\	$aPreface and references also in English.
709	650	\0	$aGreen movement$zChina$vPeriodicals.
709	650	\0	$aEnvironmentalism$zChina$vPeriodicals.
709	650	\0	$aEnvironmental policy$zChina$vPeriodicals.
709	653	\\	$6880-06$aZhongguo nian jian
709	710	2\	$aFridtjof Nansen Institute.
709	710	2\	$6880-07$aZhongguo guo jia huan jing bao hu ju.
709	880	00	$6245-01$a綠色全球年鉴 /$c弗里德约夫・南森硏究所(挪威)编; 中囯囯家环境保护局译.
709	880	1\	$6246-02$iat head of the title:$a环境与发展的囯际合作
709	880	3\	$6246-03$a环境与发展囯际合作年鉴$f1998/99
709	880	\\	$6260-04$a北京 :$b中囯环境科学出版社,
709	880	\\	$6500-05$a""重点关注: 自然保护"" -- t.p. of 1997.
709	880	\\	$6653-06$a中囯年鉴
709	880	2\	$6710-07$a中囯囯家环境保护局.
709	988	\\	$a20031009
709	049	\\	$aHMYC$od
709	906	\\	$0MH
			
710	LDR		01055nam a2200253Ia 4500
710	001		008728293-3
710	005		20020606104010.5
710	008		010911s2000\\\\un\\\\\\\b\\\\000|0\ukrod
710	020	\\	$a9667615189
710	035	0\	$aocm47669511
710	040	\\	$aUIU$cUIU
710	043	\\	$ae-un---
710	100	1\	$aKolomoĭt︠s︡ev, V. E.$q(Valeriĭ Eduardovych)
710	245	10	$aUniversalʹnyĭ slovnyk ekonomichnykh terminiv :$binvestuvanni︠a︡, konkurent︠s︡ii︠a︡, menedz︠h︡ment, marketynh, pidpryi︠e︡mnyt︠s︡tvo /$cV.E. Kolomoĭt︠s︡ev.
710	260	\\	$aKyïv :$bVyd-vo ""Molod'"",$c2000.
710	300	\\	$a383 p. ;$c20 cm.
710	500	\\	$aAuthorized for instructional purposes.
710	504	\\	$aIncludes bibliographical references.
710	650	\0	$aBusiness$vDictionaries$xUkrainian.
710	650	\0	$aManagement$vDictionaries$xUkrainian.
710	655	\7	$aDictionaries.$2fast
710	776	08	$iOnline version:$aKolomoĭt͡sev, V.E. (Valeriĭ Eduardovych).$tUniversalʹnyĭ slovnyk ekonomichnykh terminiv.$dKyïv : Vyd-vo ""Molod'"", 2000$w(OCoLC)654608107
710	988	\\	$a20020608
710	906	\\	$0OCLC
			
711	LDR		01056cam a2200265Ia 4500
711	001		008728396-4
711	005		20020606104010.5
711	008		870126s1869\\\\enk\\\\\\bi\\\000\0\eng\d
711	035	0\	$aocm15110501
711	040	\\	$aCLU$cCLU$dOCL$dHHG
711	090	\\	$aZ1015$b.E54i
711	110	2\	$aEmmanuel College (University of Cambridge).$bLibrary.
711	245	03	$aAn index to the English books and pamphlets in the library of Emmanuel College, Cambridge, printed before 1700 A.D.
711	260	\\	$aCambridge :$bDeighton, Bell, and Co. ;$aLondon :$bBell and Daldy,$c1869.
711	300	\\	$aiv, 101, [1] p. ;$c22 cm.
711	500	\\	$aCompiled by J.B. Pearson.
711	500	\\	$aErrata: p. [102].
711	610	20	$aEmmanuel College (University of Cambridge).$bLibrary$vCatalogs.
711	650	\0	$aEnglish imprints$vBibliography$vCatalogs.
711	650	\0	$aEnglish literature$yEarly modern, 1500-1700$vBibliography.
711	655	\7	$aLibrary catalogues$zEngland$zCambridge$y19th century.$2rbgenr
711	700	1\	$aPearson, J. B.$q(John Batteridge)
711	752	\\	$aEngland$dCambridge.
711	988	\\	$a20020608
711	906	\\	$0OCLC
			
712	LDR		01030cam a2200313 a 4500
712	001		008728520-7
712	005		20024617121422.0
712	008		961204s1995\\\\ja\a\\\\\b\\\\000\0\jpn\d
712	010	\\	$a96460029
712	020	\\	$a490069732X
712	035	0\	$aocm34171149
712	040	\\	$aMiU-A$cDLC$dMH-HY
712	042	\\	$alccopycat
712	043	\\	$aa-ja---
712	050	00	$aBQ5720.U6$bT35 1995
712	100	1\	$6880-01$aTakaya, Shigeo,$d1915-
712	245	10	$6880-02$aBon gyōji no minzokugakuteki kenkyū /$cTakaya Shigeo cho.
712	260	\\	$6880-03$aTōkyō :$bIwata Shoin,$c1995.
712	300	\\	$a348 p. :$bill. ;$c22 cm.
712	504	\\	$aList of the author's works: p. 325-340.
712	504	\\	$aIncludes bibliographical references.
712	650	\0	$aUllambana$zJapan.
712	650	\0	$aBuddhism$zJapan$xCustoms and practices.
712	651	\0	$aJapan$xReligious life and customs.
712	880	1\	$6100-01$a高谷重夫,$d1915-
712	880	10	$6245-02$a盆行事の民俗学的研究 /$c高谷重夫著.
712	880	\\	$6260-03$a東京 :$b岩田書院,$c1995.
712	988	\\	$a20021220
712	906	\\	$0OCLC
			
713	LDR		00609nam a22002055a 4500
713	001		008728649-1
713	005		20041219090934.0
713	008		010502s2001\\\\ua\\\\\\\\\\\f000|p\ara\d
713	020	\\	$z9770171890
713	035	0\	$aocn166145054
713	100	1\	$aJihād, Kāẓim,$d1955-
713	245	13	$aal-Māʾ kulluhu wāfida ilayya :$b1986-1994 /$cKāẓim Jihād.
713	260	\\	$a[Cairo] :$bal-Hayʾah al-Miṣrīyah al-ʻĀmmah lil-Kitāb,$c2001.
713	300	\\	$a173 p. ;$c20 cm.
713	490	1\	$aKitābāt jadīdah
713	520	\\	$aPoems.
713	752	\\	$aEgypt$dCairo.
713	830	\0	$aKitābāt jadīdah (Cairo, Egypt)
713	988	\\	$a20020608
713	906	\\	$0MH
			
714	LDR		00661pam a2200241 a 4500
714	001		008728755-2
714	005		20020606104010.5
714	008		870930s1986\\\\enka\\\\\\\\\\001\0\eng\\
714	015	\\	$aGB86-10722
714	020	\\	$a0948269111 :$c£9.95
714	035	0\	$aocm13425075
714	040	\\	$aUKM$cUKM$dHMS
714	050	1\	$aRC889
714	082	0\	$a616.6/9206$219
714	100	1\	$aWinston, Robert M. L.
714	245	10	$aInfertility :$ba sympathetic approach /$cRobert M.L. Winston.
714	260	\\	$aLondon :$bDunitz,$c1986.
714	300	\\	$a191 p. :$bill. ;$c22 cm.
714	500	\\	$aIncludes index.
714	650	12	$aInfertility$xtherapy.
714	650	\0	$aInfertility$xTreatment.
714	988	\\	$a20020608
714	906	\\	$0OCLC
			
715	LDR		00710nam a2200229 a 4500
715	001		008728867-2
715	005		20020606104010.5
715	008		010904s2001\\\\ai\a\\\\\\\\\\000\0carmo\
715	010	\\	$a  2001419023
715	035	0\	$aocm48056200
715	040	\\	$aDLC$cDLC
715	050	00	$aBX4656$b.V37 2001
715	245	00	$aVarkʻ surb kanantsʻ /$ckhmbagir-hratarakichʻ, Anahit Amiryan ; gegh. khmbagir, Aram Uṛutyan ; kazmetsʻ Setʻ Kurazyaně.
715	260	\\	$aErevan :$b""NE"",$c2001.
715	300	\\	$a56 p. :$bill. ;$c29 cm.
715	650	\0	$aChristian women saints$vBiography.
715	700	1\	$aAmiryan, Anahit.
715	700	1\	$aUṛutyan, Aram.
715	700	1\	$aKurazyan, Setʻ.
715	752	\\	$aArmenia (Republic)$dYerevan.
715	988	\\	$a20020608
715	906	\\	$0DLC
			
716	LDR		00778nam a2200241 a 4500
716	001		008728976-8
716	005		20050919103842.0
716	008		010115s2000\\\\it\\\\\\\l\\\\00100\ita\d
716	020	\\	$a8834805704
716	035	0\	$aocm45720813
716	040	\\	$aMH-L$cMH-L
716	043	\\	$ae-it---
716	245	00	$aIstituzioni di diritto pubblico e diritto costituzionale :$btesti normativi /$cL. Pegoraro, L. Coen, R. Scarciglia.
716	250	\\	$a2. ed. aggiornata con le più recenti innovazioni costituzionali e legislative.
716	260	\\	$aTorino :$bG. Giappichelli,$cc2000.
716	300	\\	$axxxii, 494 p. ;$c17 cm.
716	500	\\	$aIncludes index.
716	650	\0	$aConstitutional law$zItaly.
716	700	1\	$aPegoraro, Lucio.
716	700	1\	$aCoen, Leopoldo.
716	700	1\	$aScarciglia, Roberto.
716	988	\\	$a20020608
716	906	\\	$0MH
			
717	LDR		00827cam a2200277Ia 4500
717	001		008729092-8
717	005		20090420100825.0
717	008		031030s2001\\\\cc\m\\\\\\\\\\000\1\chi\d
717	020	\\	$a7800286096
717	020	\\	$a9787800286094
717	035	0\	$aocm53318199
717	040	\\	$aCRU$cCRU$dHMY
717	100	1\	$6880-01$aJin, Bohong.
717	245	10	$6880-02$aShi shi fei fei /$cJin Bohong zhu.
717	246	1\	$iColophon title also in pinyin:$aShishi feifei
717	250	\\	$6880-03$aDi 1 ban.
717	260	\\	$6880-04$aBeijing :$bXian dai chu ban she,$c2001.
717	300	\\	$a368 p. :$bill. ;$c21 cm.
717	500	\\	$aFiction.
717	653	\\	$aChinese fiction
717	880	1\	$6100-01$a金伯宏.
717	880	10	$6245-02$a是是非非 /$c金伯宏著.
717	880	\\	$6250-03$a第1版.
717	880	\\	$6260-04$a北京 :$b現代出版社,$c2001.
717	988	\\	$a20020608
717	906	\\	$0OCLC
			
718	LDR		00722nam a2200229Ia 4500
718	001		008729200-9
718	005		20090213155005.0
718	008		090116s2000\\\\mx\a\\\\\\\\\\000\0\spa\d
718	035	0\	$aocn298553375
718	040	\\	$aTEF$cTEF$dHLS
718	043	\\	$an-mx---
718	090	\\	$aN6557.D87$bY66 2000
718	245	03	$aEl yonke nius 2000 :$bcultural chatarra durangueta.
718	246	30	$aCultural chatarra durangueta
718	260	\\	$a[Durango :$bs.n.,$c2000]
718	300	\\	$a[28] p. :$bill. (some col.) ;$c22 cm.
718	500	\\	$aCover title.
718	500	\\	$a""Número único, 50 ejemplares.""
718	650	\0	$aArt$zMexico$zDurango (Durango)$y21st century.
718	650	\0	$aMexican literature$zMexico$zDurango (Durango)$y21st century.
718	988	\\	$a20020608
718	906	\\	$0OCLC
			
719	LDR		00954cam a2200289La 45x0
719	001		008729313-7
719	005		20030110140140.0
719	008		020215s2001\\\\cc\abf\\\\\\\\000\0\chi\d
719	020	\\	$a7505937472 :$cRMBY17.80
719	035	0\	$aocm49255588
719	040	\\	$aZCA$cZCA$dHMY
719	043	\\	$aa-cc-im
719	050	\4	$aDS793.M7$bA56 2001
719	100	0\	$6880-01$aAjian,$d1955-
719	245	10	$6880-02$aLiu lang Nei Meng =$bLiulangneimeng /$cAjian zhu.
719	246	31	$aLiulangneimeng
719	250	\\	$6880-03$aDi 1 ban.
719	260	\\	$6880-04$a[Beijing] :$bZhongguo wen lian chu ban she,$c2001.
719	300	\\	$a6, 246 p., [4] p. of col. plates :$bill., maps ;$c21 cm.
719	651	\0	$aInner Mongolia (China)$xDescription and travel.
719	880	0\	$6100-01$a阿坚,$d1955-
719	880	10	$6245-02$a流浪內蒙=$bLiulangneimeng /$c阿坚著．
719	880	\\	$6250-03$a第1版．
719	880	\\	$6260-04$a[北京]:$b中国文联出版社,$c2001.
719	988	\\	$a20030110
719	049	\\	$aHMYH
719	906	\\	$0OCLC
			
720	LDR		00444nas a2200145 a 4500
720	001		008729418-4
720	005		20020606104010.5
720	008		880629u1966uuuubu\uu\m\\\\\\\0|||\0bulod
720	035	0\	$aocn234334149
720	110	1\	$aBulgaria. Ministerstvo na Narodnata Prosveta.
720	245	10	$aBiblioteka ""Belezhiti bulgari"".
720	260	\\	$a[Sofii︠a︡]$bIzd-vo na Natsionalnii︠a︡ sŭvet na Otechestvenii︠a︡ front,
720	300	\\	$av. ;$c21 cm.
720	988	\\	$a20020608
720	906	\\	$0MH
			
721	LDR		01497nam a2200289 a 4500
721	001		008729525-3
721	005		20020606104010.5
721	008		010912s2001\\\\enkb\\\\\\\\\\001|0\eng\\
721	010	\\	$a  2001088784
721	015	\\	$aGBA1-Y3596
721	020	\\	$a0754617009
721	035	0\	$aocm46650534
721	040	\\	$aUKM$cUKM
721	043	\\	$ae-uk-ni
721	050	00	$aJN1572.A58$bG744 2001
721	082	00	$a351.416$221
721	100	1\	$aGreer, Jonathan,$d1974-
721	245	10	$aPartnership governance in Northern Ireland :$bimproving performance /$cJonathan Greer.
721	260	\\	$aAldershot ;$aBurlington USA :$bAshgate,$cc2001.
721	300	\\	$axiv, 301 p. :$bmaps ;$c23 cm.
721	504	\\	$aIncludes bibliographical references and index.
721	505	0\	$a1. Introduction -- 2. The partnership approach to public policy -- 3. Public administration and partnership governance in Northern Ireland -- 4. The district partnerships for peace and reconciliation -- 5. The local authority cross-border networks -- 6. The partnership between the Northern Ireland Tourist Board and Bord Fáilte -- 7. A synthetic model for partnership governance and the wider implications of partnership for public policy.
721	651	\0	$aNorthern Ireland$xPolitics and government$y1994-
721	650	\0	$aPublic-private sector cooperation$zNorthern Ireland.
721	776	08	$iOnline version:$aGreer, Jonathan, 1974-$tPartnership governance in Northern Ireland.$dAldershot, Hampshire, England ; Burlington, VT : Ashgate, ©2001$w(OCoLC)606557635
721	988	\\	$a20020608
721	906	\\	$0OCLC
			
722	LDR		00811nam a22002177u 4500
722	001		008729632-2
722	005		20020606104010.5
722	008		010912s2000\\\\is\\\\\\\\\\\|||||||heb|d
722	035	0\	$aocn234649108
722	100	1\	$aMunḳ, Meʾir ben Eliyahu,$cha-Kohen.
